@context,@id,@owner,@signature,@type,relationType,source,target
http://schema.cassproject.org/0.3,https://sandbox.cassproject.org/api/custom/data/schema.cassproject.org.0.3.Relation/d9b3ed62-ab96-43b9-a626-c5bf56fd67f1/1522270343919,-----BEGIN PUBLIC KEY-----MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEApTxgJ6CusNFf2G07gZuMmLvPjeQnY/35pX52YN+s1o48fAHT45ryLMfHnPKPBPr6KEmHtt4vQNsh5gvx8AjpHxAltKPDqe93As8ojKVEdM30VIqImM2raBuXgbJRpuUdynVCM94+uFaeSdQhvTgGoWt0qqsJ8xlaNFMEm0Bm8ExfXSRMA+8B7oFuG6qAqW3LhwRwUhbaDLqcs5kHle4jB3PaSVLGppGWNXhpzzVM9Dt4BFKyDRKiRLf8mEkInG+VyFC0YWKQdazoe8wVVHyJD5FEVB9ptqT0PcVeU3uEip1dAtSOMoSSmCIvasS+XuNIyd6pi3QlW8jTlemqELgUcwIDAQAB-----END PUBLIC KEY-----,EQZM4P19hM6b8XZ6D/QRB+FOWQHsvKipQxEwAnSmWU+i0NtXukpAilsHqOyslL8TMXE9tG76/Y1JEE24XpLD3MbRbIJk+S1QKQH339ybUfXFIZP4uNEWc2QzV1RYF+yYMfMB9JVk9sL1hb0MBDWDAqy9GqulnVYdNaADz0qCMbh6P+EK91CNPKMrjPcUwxD6EYqW8Ak1Di5tSdjupn28fVrOJ4mf694sGgeUvZmuQAh5Cr7SAG1S5CzS+z+zTNEovSvqHXfEiygK9M/BI0aTC+2F5egwJJ27ylRTT8UtUf3kqpscT2NZW5yiPaU8ahQE9r8diCMUc4F6tYLYyQOiwA==,Relation,narrows,https://sandbox.cassproject.org/api/custom/data/schema.cassproject.org.0.3.Competency/f02d2b55-9b0f-479e-978b-ae48832ff3c6,https://sandbox.cassproject.org/api/custom/data/schema.cassproject.org.0.3.Competency/93dabc4c-a24f-436a-9d2e-2a2b9a94ec68
http://schema.cassproject.org/0.3,https://sandbox.cassproject.org/api/custom/data/schema.cassproject.org.0.3.Relation/3349b84d-f243-4312-9c0b-69259cbfdc51/1522270349156,-----BEGIN PUBLIC KEY-----MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEApTxgJ6CusNFf2G07gZuMmLvPjeQnY/35pX52YN+s1o48fAHT45ryLMfHnPKPBPr6KEmHtt4vQNsh5gvx8AjpHxAltKPDqe93As8ojKVEdM30VIqImM2raBuXgbJRpuUdynVCM94+uFaeSdQhvTgGoWt0qqsJ8xlaNFMEm0Bm8ExfXSRMA+8B7oFuG6qAqW3LhwRwUhbaDLqcs5kHle4jB3PaSVLGppGWNXhpzzVM9Dt4BFKyDRKiRLf8mEkInG+VyFC0YWKQdazoe8wVVHyJD5FEVB9ptqT0PcVeU3uEip1dAtSOMoSSmCIvasS+XuNIyd6pi3QlW8jTlemqELgUcwIDAQAB-----END PUBLIC KEY-----,XEep3jNZJ9ipcKkEBxtwjbM31Ic7QhnreDa3Bq46xichaEiVPdpRfB8dpRNCK2yJf0SICPdZppmtuabsVN+D+RGFo9UmjohalBuzYD2dF8K4aPKZ3Uw82PvXVapzwq6PMJRQ9BkRqGpoVfjK5fKJEnQ15zn8LyAIq+B+H2hWqOttw6zUywVU6IGaFBxJ+klbA55JyNsoAY1EpolG3WKIl5MhqAD9nNL+iJszpuoIR5hq82wfVKmeaumtJ96gmWTrCxcLquos2CReF09huscybNtgHlPdMvdzeBrnSW2AGxCorhWiaqOTKSauaoRC6oRXkNbgvpdl60VmO/LOVL/E2g==,Relation,narrows,https://sandbox.cassproject.org/api/custom/data/schema.cassproject.org.0.3.Competency/0d5adf0d-9b9b-478f-b07a-15cf539c65a8,https://sandbox.cassproject.org/api/custom/data/schema.cassproject.org.0.3.Competency/93dabc4c-a24f-436a-9d2e-2a2b9a94ec68
http://schema.cassproject.org/0.3,https://sandbox.cassproject.org/api/custom/data/schema.cassproject.org.0.3.Relation/739034bc-b8f8-44aa-a955-6279d00f2751/1522270354106,-----BEGIN PUBLIC KEY-----MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEApTxgJ6CusNFf2G07gZuMmLvPjeQnY/35pX52YN+s1o48fAHT45ryLMfHnPKPBPr6KEmHtt4vQNsh5gvx8AjpHxAltKPDqe93As8ojKVEdM30VIqImM2raBuXgbJRpuUdynVCM94+uFaeSdQhvTgGoWt0qqsJ8xlaNFMEm0Bm8ExfXSRMA+8B7oFuG6qAqW3LhwRwUhbaDLqcs5kHle4jB3PaSVLGppGWNXhpzzVM9Dt4BFKyDRKiRLf8mEkInG+VyFC0YWKQdazoe8wVVHyJD5FEVB9ptqT0PcVeU3uEip1dAtSOMoSSmCIvasS+XuNIyd6pi3QlW8jTlemqELgUcwIDAQAB-----END PUBLIC KEY-----,oHSvwTUO5ZaSEbwXhYJo60yyOgsd/BrPO95hdxnWCdJJktNgkyw+OUK6SNckl4F76nzFIzu8C4R7abNPH3VDiXJ3pmYwyfTwhEZKzI0P5tP0lqrl6l/EGYo2/y1re1jAcHIrBFJ/qOcyf/wdr1KrPT6V60uYUUNf2gvXKU/W8X6N3mfcfRIKacUyIKZuuAs3hrHEHry4Y8GZHhJHYPPsO4lYUKW0ZguROA/8vyMD+3kXsPI3ZGONhzvGXnI11oX/h3uKNupZJRjRjuerpVzuJKoH1EdUilkbREQgG2FPrHqXL7zoJtzZTpyd58lk9mB6v+SkerKVPR1U2Qn2eoRyRA==,Relation,narrows,https://sandbox.cassproject.org/api/custom/data/schema.cassproject.org.0.3.Competency/f895705f-828f-4da3-94b8-ba5772db29d9,https://sandbox.cassproject.org/api/custom/data/schema.cassproject.org.0.3.Competency/93dabc4c-a24f-436a-9d2e-2a2b9a94ec68
http://schema.cassproject.org/0.3,https://sandbox.cassproject.org/api/custom/data/schema.cassproject.org.0.3.Relation/88ead71c-506a-4d72-916f-48770735b87c/1522270364490,-----BEGIN PUBLIC KEY-----MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEApTxgJ6CusNFf2G07gZuMmLvPjeQnY/35pX52YN+s1o48fAHT45ryLMfHnPKPBPr6KEmHtt4vQNsh5gvx8AjpHxAltKPDqe93As8ojKVEdM30VIqImM2raBuXgbJRpuUdynVCM94+uFaeSdQhvTgGoWt0qqsJ8xlaNFMEm0Bm8ExfXSRMA+8B7oFuG6qAqW3LhwRwUhbaDLqcs5kHle4jB3PaSVLGppGWNXhpzzVM9Dt4BFKyDRKiRLf8mEkInG+VyFC0YWKQdazoe8wVVHyJD5FEVB9ptqT0PcVeU3uEip1dAtSOMoSSmCIvasS+XuNIyd6pi3QlW8jTlemqELgUcwIDAQAB-----END PUBLIC KEY-----,H2ro/d9BrZ7k8dyDrVPzSKjWVhsxpdpzb1ZqA6uwSVMUAQWjb/kGb9YP2Omyk92d1ZWjt8hoagaR5B3JtUV6yNWxyOhMap45TGZrT1qdXAGhgiOWyU5r2AvHrsFAZhj0HlgQK4U6d5Cs2kzvpPBZeUaIHyO27bPR09wK0yqCNnUS8uNW4KSx0xSdqnISvVB3hOa/YjSX0Y5v2toU4Fo7XZqlfUxad7NhqbOeSLAPtisJwsK/xWVEmYNoGrDqW9tuxOt+rspRyFsWV//ta5Ox/M4ziWOqb46Flk+hXddU+fsmKpRzGE0IKcdSjJpVfgu8RiBhuYCkPp9cCbOMSYayxw==,Relation,narrows,https://sandbox.cassproject.org/api/custom/data/schema.cassproject.org.0.3.Competency/f7de4e85-5cc5-44d5-bb5f-5ca96655e585,https://sandbox.cassproject.org/api/custom/data/schema.cassproject.org.0.3.Competency/3db2a927-02ec-4834-b707-f195b0138f4e
http://schema.cassproject.org/0.3,https://sandbox.cassproject.org/api/custom/data/schema.cassproject.org.0.3.Relation/8c5f0377-bbf5-4dd8-9095-a862121816be/1522270369462,-----BEGIN PUBLIC KEY-----MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEApTxgJ6CusNFf2G07gZuMmLvPjeQnY/35pX52YN+s1o48fAHT45ryLMfHnPKPBPr6KEmHtt4vQNsh5gvx8AjpHxAltKPDqe93As8ojKVEdM30VIqImM2raBuXgbJRpuUdynVCM94+uFaeSdQhvTgGoWt0qqsJ8xlaNFMEm0Bm8ExfXSRMA+8B7oFuG6qAqW3LhwRwUhbaDLqcs5kHle4jB3PaSVLGppGWNXhpzzVM9Dt4BFKyDRKiRLf8mEkInG+VyFC0YWKQdazoe8wVVHyJD5FEVB9ptqT0PcVeU3uEip1dAtSOMoSSmCIvasS+XuNIyd6pi3QlW8jTlemqELgUcwIDAQAB-----END PUBLIC KEY-----,TmaxGIW2gqIsygxvkCBDrwM2Jh1zrPy+/2uG6Qz2a1Idyicr/Ufo7G2HlSTJ0/FB7hWhO9k8+MfCHZXKDq9OqoVhsTMZGb1RwCUb6ip2D5JAShcML8JUcsM5WIsoalf+TMPbjaYkVNx+BjijkSSdeNzrSiIglZFyen6vbCPqFe5mg0CP1NT+uNyok5QRJx8mueYrzQWTmpE3gvKGSQzbnd3HZ5E8CP2SAqFdvqa9oAWdtgozav53TyHfOu9dRqG/RZBGLubdfhrMvw9adLp1Upuv64LF0/80qJzGaUXfV6GXRvjJFHZYxpXxY4cYMNz7oCfpWecBmB4sQJoiV5bUkg==,Relation,narrows,https://sandbox.cassproject.org/api/custom/data/schema.cassproject.org.0.3.Competency/f3bba653-9ca8-4998-9858-4677037b6ae7,https://sandbox.cassproject.org/api/custom/data/schema.cassproject.org.0.3.Competency/3db2a927-02ec-4834-b707-f195b0138f4e
http://schema.cassproject.org/0.3,https://sandbox.cassproject.org/api/custom/data/schema.cassproject.org.0.3.Relation/1bafd83a-f846-4810-a388-a39c8a555cab/1522270377888,-----BEGIN PUBLIC KEY-----MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEApTxgJ6CusNFf2G07gZuMmLvPjeQnY/35pX52YN+s1o48fAHT45ryLMfHnPKPBPr6KEmHtt4vQNsh5gvx8AjpHxAltKPDqe93As8ojKVEdM30VIqImM2raBuXgbJRpuUdynVCM94+uFaeSdQhvTgGoWt0qqsJ8xlaNFMEm0Bm8ExfXSRMA+8B7oFuG6qAqW3LhwRwUhbaDLqcs5kHle4jB3PaSVLGppGWNXhpzzVM9Dt4BFKyDRKiRLf8mEkInG+VyFC0YWKQdazoe8wVVHyJD5FEVB9ptqT0PcVeU3uEip1dAtSOMoSSmCIvasS+XuNIyd6pi3QlW8jTlemqELgUcwIDAQAB-----END PUBLIC KEY-----,C5Z4R37JZN56xR7FtteudblGDuzELMNwWUTCOHDwebt2Ih729BVUrZP23/LciPs2Ws6av6GLl5iFy4GoFPmMmcZyry9KfdgL+fn0zYq5k8rJqW5DVQYQznzvWhgVgtSuGiErfRzgK5u3tcTyLsIpzTOwrxDZei30Gqz6G1wmhs0i2reQy71MOWgqxs6aHPhNStBirYAdD/ZH1xiQS75Xps1RgLUBhWIjR6PUMWhUfBt3bhRrL58on3J7GpY6KbMdm/gWvF/CCLI1hHHU922tASVWZltQ/ftWMeWzqfh/yzgPtiI1hTnMK+9Jw2pt0n/QcZf6+qRha+8irjMIRLej+w==,Relation,narrows,https://sandbox.cassproject.org/api/custom/data/schema.cassproject.org.0.3.Competency/d30e36fb-c535-4982-9534-7ecc1aab6f31,https://sandbox.cassproject.org/api/custom/data/schema.cassproject.org.0.3.Competency/3db2a927-02ec-4834-b707-f195b0138f4e
http://schema.cassproject.org/0.3,https://sandbox.cassproject.org/api/custom/data/schema.cassproject.org.0.3.Relation/5954443e-0992-431f-9335-7634f32dbd0e/1522270385146,-----BEGIN PUBLIC KEY-----MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEApTxgJ6CusNFf2G07gZuMmLvPjeQnY/35pX52YN+s1o48fAHT45ryLMfHnPKPBPr6KEmHtt4vQNsh5gvx8AjpHxAltKPDqe93As8ojKVEdM30VIqImM2raBuXgbJRpuUdynVCM94+uFaeSdQhvTgGoWt0qqsJ8xlaNFMEm0Bm8ExfXSRMA+8B7oFuG6qAqW3LhwRwUhbaDLqcs5kHle4jB3PaSVLGppGWNXhpzzVM9Dt4BFKyDRKiRLf8mEkInG+VyFC0YWKQdazoe8wVVHyJD5FEVB9ptqT0PcVeU3uEip1dAtSOMoSSmCIvasS+XuNIyd6pi3QlW8jTlemqELgUcwIDAQAB-----END PUBLIC KEY-----,JPok8IEck2vBqqvlige/8k2CSvlBIjtl7u5M/RFs/6rHnlU9CEmky0+cvJMjNDQegy5BJG4b382urQUg+TewFuH9iTSPW8GOyjsXDSy4i96zagJdaohn8zo01LBgkuNOUSZSOGZzaUwHYoatKPh1lMfuBDswHCffQ8PWA15bwXPjZxTj5z/WjpBrMRBlcxL//lk0dD2k8VDAJs3worliFnzNP1WTC9DJcKPzN+9fHlqVGSGGS6+CtFF4Etx4FFSd+XVb+OolkbftmiEJ4Vn3JTQdWOHdoo5adklBukUFtsrGaYU1L/4ee1YMAgyVCgpTlopKEIzLOb+NdgCpqvzuAw==,Relation,narrows,https://sandbox.cassproject.org/api/custom/data/schema.cassproject.org.0.3.Competency/99723304-7156-4073-b0a2-8f8d201b2986,https://sandbox.cassproject.org/api/custom/data/schema.cassproject.org.0.3.Competency/0d367edd-4686-4e1b-9480-199784efa9ed
http://schema.cassproject.org/0.3,https://sandbox.cassproject.org/api/custom/data/schema.cassproject.org.0.3.Relation/7e1b8b02-5dc2-494e-bcec-66d0369a7962/1522270387298,-----BEGIN PUBLIC KEY-----MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEApTxgJ6CusNFf2G07gZuMmLvPjeQnY/35pX52YN+s1o48fAHT45ryLMfHnPKPBPr6KEmHtt4vQNsh5gvx8AjpHxAltKPDqe93As8ojKVEdM30VIqImM2raBuXgbJRpuUdynVCM94+uFaeSdQhvTgGoWt0qqsJ8xlaNFMEm0Bm8ExfXSRMA+8B7oFuG6qAqW3LhwRwUhbaDLqcs5kHle4jB3PaSVLGppGWNXhpzzVM9Dt4BFKyDRKiRLf8mEkInG+VyFC0YWKQdazoe8wVVHyJD5FEVB9ptqT0PcVeU3uEip1dAtSOMoSSmCIvasS+XuNIyd6pi3QlW8jTlemqELgUcwIDAQAB-----END PUBLIC KEY-----,Pja8Sseisr37uAbj/X6BIY7Cj0BbFS9GWz/KQouoELYY8oMiMXop0Y50IsFekeOsyDW2EBnQtPrXo9E6kSi0kfdhn7wWmgjhFkAlGydrDxnW028ywyf4iVFFYXte7HHmyvjuZItznLcG6BZ/pL2wJglR8pxo1R74nnyRrDeA6M4VeSgtp6QmuAqtUBiNdmSCE4sx8igwpKV8mFHfoxk9afpNifWmhf0kxWKtSlhRcP77AfBXXrH//BmLhCLwPMxB5ocDpwtsmZjdv6HM4YaFB8sFLwjRWcvylF6/vBhssofQyoXzZIuovWXvToi4pOL1afG+8w4sQ1RoL44xN4ocYA==,Relation,narrows,https://sandbox.cassproject.org/api/custom/data/schema.cassproject.org.0.3.Competency/5475fa06-cb82-419e-8514-0527029c69b1,https://sandbox.cassproject.org/api/custom/data/schema.cassproject.org.0.3.Competency/0d367edd-4686-4e1b-9480-199784efa9ed
http://schema.cassproject.org/0.3,https://sandbox.cassproject.org/api/custom/data/schema.cassproject.org.0.3.Relation/ee458d65-7884-4c49-8d38-7dcb13da36a5/1522270389565,-----BEGIN PUBLIC KEY-----MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEApTxgJ6CusNFf2G07gZuMmLvPjeQnY/35pX52YN+s1o48fAHT45ryLMfHnPKPBPr6KEmHtt4vQNsh5gvx8AjpHxAltKPDqe93As8ojKVEdM30VIqImM2raBuXgbJRpuUdynVCM94+uFaeSdQhvTgGoWt0qqsJ8xlaNFMEm0Bm8ExfXSRMA+8B7oFuG6qAqW3LhwRwUhbaDLqcs5kHle4jB3PaSVLGppGWNXhpzzVM9Dt4BFKyDRKiRLf8mEkInG+VyFC0YWKQdazoe8wVVHyJD5FEVB9ptqT0PcVeU3uEip1dAtSOMoSSmCIvasS+XuNIyd6pi3QlW8jTlemqELgUcwIDAQAB-----END PUBLIC KEY-----,ca0tmPFVouEs2fyQczykW5YfzJ5eGVmsnsGGuUysfJa34blzZPLjZQiEZ1m6dl4tmIF49QfpMR6gBRKjfSqkGpr0r6F4tLF2+PXn92bBrsKjGXa3/DDFu4GItM8fpk3YdUjhZjMyXLMVXHmWOK2mlg10/C8hm9JpgZtWigAPm629O0psJ4kk5m43kK64ay1RtrTq7afGBg2lyloITX9V32j1s1Hf34gpDOaS3Ik1deCOZrHQgeBnwZ4ugMChu2t941jq4fyUYTrJA+1BjgYs7KMrGlnzr9XW5ewzP1JAYRWmNvxFZZdrEGRL/Agab/QUnSxrhE7nb7y7SjA+R0hwxA==,Relation,narrows,https://sandbox.cassproject.org/api/custom/data/schema.cassproject.org.0.3.Competency/b25ba096-f8e9-400f-85ae-220f99662fed,https://sandbox.cassproject.org/api/custom/data/schema.cassproject.org.0.3.Competency/0d367edd-4686-4e1b-9480-199784efa9ed
http://schema.cassproject.org/0.3,https://sandbox.cassproject.org/api/custom/data/schema.cassproject.org.0.3.Relation/888924a3-597d-4da5-9cc3-82abc4d8b79d/1522270407321,-----BEGIN PUBLIC KEY-----MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEApTxgJ6CusNFf2G07gZuMmLvPjeQnY/35pX52YN+s1o48fAHT45ryLMfHnPKPBPr6KEmHtt4vQNsh5gvx8AjpHxAltKPDqe93As8ojKVEdM30VIqImM2raBuXgbJRpuUdynVCM94+uFaeSdQhvTgGoWt0qqsJ8xlaNFMEm0Bm8ExfXSRMA+8B7oFuG6qAqW3LhwRwUhbaDLqcs5kHle4jB3PaSVLGppGWNXhpzzVM9Dt4BFKyDRKiRLf8mEkInG+VyFC0YWKQdazoe8wVVHyJD5FEVB9ptqT0PcVeU3uEip1dAtSOMoSSmCIvasS+XuNIyd6pi3QlW8jTlemqELgUcwIDAQAB-----END PUBLIC KEY-----,MXopjxokxMpDvDDQ3KBmbTmiibxM4iEHsNmgeZ0G/rZSIQgpmpurSqAQwNlCMLdJTMXRHumtTJydZKN5hJ9dWXUsTyK5So6dDnnT+mKqpUtElVx6/CzrPheT1Le/S8VtzfuKSnP1lPX8GFNxk3KO6kwXw1dozQcW6BMlW5pFISN7avWBZyG0rkNxWc/HmB+ZQikMVsZ/1j9bu3P/4Rjsfl6/zmMXcsuHv862HNuQ9VI9n2OmM8rt0hf7qKYKLm/e0xFEa8KeMWS8QvnmitjCktvdYSCM5s/GvlQQIop6I4H3q+IDbXGiMivZyGEzw7FSBAmutgVvSKOz6ReW4VF8cg==,Relation,narrows,https://sandbox.cassproject.org/api/custom/data/schema.cassproject.org.0.3.Competency/d141c199-d7dc-4af7-8e3c-0ab9509e8ce3,https://sandbox.cassproject.org/api/custom/data/schema.cassproject.org.0.3.Competency/dbb48581-b4ed-4bb7-8391-8d14fbedc9c5
